0; 4787.971331337463; 7489.415506449631; 9031.44018685882
1; 4723.399071584137; 6713.8693873279235; 9018.681096031722
2; 4879.977522581147; 6392.431584697143; 8480.423682515293
3; 4468.315259674988; 6030.744473682106; 8026.06150856682
4; 4468.315259674988; 5841.325733137554; 7801.669522307352
5; 4468.315259674988; 5443.675698527471; 7602.998115382668
6; 4388.443526076433; 5204.615794768177; 7317.063584607276
7; 4388.443526076433; 4955.380644092846; 6730.8142748199925
8; 4337.611545271686; 4964.942593832411; 7075.488957229638
9; 4374.99827118278; 4741.686889405926; 6327.376289681223
10; 4374.99827118278; 4970.250280754069; 8101.591443576298
11; 4374.99827118278; 4920.5946749747345; 7944.459113035945
12; 4341.3673975754255; 4929.861108623299; 6875.896114631766
13; 4341.3673975754255; 5104.884266211313; 7193.212160115681
14; 4341.3673975754255; 4989.684988306416; 7002.312963240851
15; 4341.3673975754255; 5074.722684849527; 7040.697466194011
16; 4341.3673975754255; 5026.325977076113; 8285.574769420884
17; 4341.3673975754255; 5059.907762208582; 6826.031090340257
18; 4341.3673975754255; 4817.5748954626915; 6424.646877928375
19; 4337.611545271686; 4850.149083855516; 7076.443647263662
20; 4337.611545271686; 4807.143465671946; 6936.285980098478
