0; 25205.83005352356; 29937.2901449398; 34679.32093661792;;;;;25205,83005;24462,93755;24432,94524;24687,27175;25011,60475
1; 25206.155987013004; 29988.11459606042; 34885.913254683364;;;;;25206,15599;23532,76441;23523,48327;23290,29162;22404,60307
2; 24612.75588326452; 29910.4501385965; 33761.44009002091;;;;;24612,75588;23196,73398;22065,07135;19669,00677;20456,71608
3; 24619.376615237175; 30037.274292239028; 34241.562721626506;;;;;24619,37662;21429,20204;20539,46066;17980,88984;18134,90699
4; 24703.16972865308; 30051.66937670533; 34181.19821773875;;;;;24703,16973;20608,09527;18662,92632;16271,00045;16513,50015
5; 24959.02024538284; 29967.491587612505; 34066.79898151701;;;;;24959,02025;19943,69941;16879,09979;15683,82413;15538,28995
6; 25297.209711084764; 30006.954013645514; 33626.84066453607;;;;;25297,20971;20149,01697;17031,60888;14686,25186;14435,66689
7; 25856.955094684232; 30024.04787475733; 34391.91169281943;;;;;25856,95509;19281,54946;16317,97475;14085,03896;13730,9895
8; 24088.097144835145; 30039.318071546528; 33846.96263598245;;;;;24088,09714;18650,71613;15652,94703;13929,29274;13322,75658
9; 24088.097144835145; 30071.33535320593; 35165.84169632204;;;;;24088,09714;17420,24562;15464,37947;13826,4326;12447,99012
10; 25518.983265767656; 29812.019866904473; 35165.84169632204;;;;;25518,98327;17215,52693;14694,1518;13575,26407;12134,46833
11; 25573.524135310403; 29926.538155455237; 34133.62260460206;;;;;25573,52414;16743,96529;14484,67151;13167,72182;11641,08663
12; 25022.76341972664; 30074.801055523163; 34632.83602813884;;;;;25022,76342;16743,96529;14083,62934;12748,3211;11471,5934
13; 24514.41993229987; 30060.61925000903; 34408.67166023439;;;;;24514,41993;16310,52481;14003,01925;12524,34368;11053,70451
14; 24294.926142768873; 30148.989784227393; 35005.1445680618;;;;;24294,92614;16046,08037;13705,8223;12009,62631;10636,54787
15; 23955.95837526452; 30038.457628498283; 35005.1445680618;;;;;23955,95838;15805,54038;12924,79858;11376,70814;10333,56104
16; 25498.324094991738; 30108.653477294894; 34243.54309753034;;;;;25498,32409;15686,785;12867,44682;11139,84962;9921,95929
17; 25183.808105113952; 30135.86652265781; 34421.34881202763;;;;;25183,80811;15096,56719;12453,5789;10863,0212;10130,11593
18; 25183.808105113952; 30032.875493159638; 33930.87593018947;;;;;25183,80811;14879,91406;12199,73673;10493,93266;9601,154288
19; 24287.115363669785; 29860.71563151248; 34772.73287571067;;;;;24287,11536;14879,91406;12113,30344;10179,44722;9427,672534
20; 24430.388603306154; 29813.600640793942; 34772.73287571067;;;;;24430,3886;14671,87854;11771,148;10074,32344;9258,014649
21; 23472.643839731525; 29783.833699900282; 34772.73287571067;;;;;23472,64384;14343,65027;11490,78116;9957,610824;9206,159746
22; 24510.99891794684; 29871.172976717127; 34475.874741369524;;;;;24510,99892;14343,65027;11693,43745;9785,732199;9164,869389
23; 24481.631771961176; 29885.1451988876; 34244.90693784712;;;;;24481,63177;14557,91292;11149,66829;9683,369535;9158,437343
24; 24769.815613733776; 29671.231255562274; 35509.931346289864;;;;;24769,81561;14557,91292;10899,80698;9661,865173;9155,928992
25; 25018.591254552935; 29691.43363104689; 34353.4005383719;;;;;25018,59125;14387,03305;10543,92902;9596,202945;9063,161904
26; 24576.763851969878; 29758.66001134542; 34529.757618419084;;;;;24576,76385;14375,16283;10390,03543;9573,675378;8939,344038
27; 24469.3532314183; 29794.128712946233; 34626.42233344737;;;;;24469,35323;14074,20424;10390,00034;9417,633734;8863,490099
28; 24980.17200922858; 29758.18889630967; 33390.647090644925;;;;;24980,17201;14143,6829;10258,6488;9258,902464;8791,307324
29; 25091.712175041972; 29797.466085655677; 34259.4679514064;;;;;25091,71218;13472,31922;10011,56046;9258,902464;8703,29218
30; 23837.371816384857; 29819.120570927793; 33511.80728067251;;;;;23837,37182;13472,31922;10011,56046;9362,170923;8403,636002
31; 24826.957724475167; 29986.747530222663; 33497.27456441779;;;;;24826,95772;13432,11943;9965,176267;9299,597989;8383,631093
32; 25625.488847525565; 29978.93615635232; 33803.017111915506;;;;;25625,48885;13315,63706;9839,910769;9265,70059;8318,984637
33; 25548.830105643778; 30122.645097953806; 34751.433462678855;;;;;25548,83011;13315,63706;9631,955372;9227,903142;8378,54446
34; 25019.479060009504; 30091.72382098234; 34695.66519142598;;;;;25019,47906;13516,39321;9477,158622;9227,903142;8342,792774
35; 24545.936749921013; 29887.74576885726; 34154.744859831844;;;;;24545,93675;13516,39321;9347,450764;9223,797612;8342,792774
36; 24545.936749921013; 29842.07018514065; 34578.38152205883;;;;;24545,93675;13452,32477;9274,70854;9152,678267;8297,169151
37; 24730.637571228224; 29763.71798473524; 34071.74399120237;;;;;24730,63757;13307,86275;9245,947681;9135,169185;8297,169151
38; 23925.33165170543; 29726.378863263224; 34209.81071263193;;;;;23925,33165;13168,01778;9146,006249;9100,453563;8297,169151
39; 24889.204508181087; 29809.936536910333; 34575.67299630917;;;;;24889,20451;13307,86275;9049,835307;9064,660691;8297,169151
40; 24448.059003171424; 29801.510818946528; 34209.81071263193;;;;;24448,059;13050,89038;9049,835307;9058,112636;8280,078436
41; 25474.579381487812; 29931.16188377472; 34557.1152572478;;;;;25474,57938;13050,89038;8964,476622;9008,897106;8280,078436
42; 24676.87830988832; 29845.743990923325; 34489.854908128415;;;;;24676,87831;13593,59768;8931,764468;9008,897106;8280,078436
43; 25570.370477254262; 29967.21174707357; 34093.22475641896;;;;;25570,37048;12924,05594;8931,764468;8931,218996;8280,078436
44; 24541.761657597766; 29920.780893825733; 35555.8125312836;;;;;24541,76166;13059,72458;8908,488462;8840,959492;8280,078436
45; 24225.07213419541; 29801.064893178973; 35137.860431163346;;;;;24225,07213;13059,72458;8867,598812;8840,959492;8280,078436
46; 24550.313605695123; 29795.818261281034; 34289.33008706808;;;;;24550,31361;13361,553;8843,904811;8775,395802;8280,078436
47; 24628.61056571596; 29904.56741797205; 34270.229487407276;;;;;24628,61057;13138,97684;8826,288246;8775,395802;8280,078436
48; 25212.101313498944; 30009.4895883625; 34428.68020808496;;;;;25212,10131;12988,13827;8806,785897;8662,965921;8257,558728
49; 24709.823141836212; 29910.86986156442; 34151.84276807016;;;;;24709,82314;12988,13827;8806,785897;8662,965921;8257,558728
50; 24311.459167288263; 29882.1429605873; 34873.228067437325;;;;;24311,45917;12986,01503;8707,451405;8662,965921;8257,558728
51; 25425.237934182005; 29843.797544056757; 33871.3901066674;;;;;25425,23793;12986,01503;8707,451405;8541,303567;8257,558728
52; 24967.274814969693; 29748.099258031365; 33477.88779185475;;;;;24967,27481;12986,01503;8827,286849;8535,210399;8257,558728
53; 23977.742229930464; 29713.425988975927; 34434.00775603679;;;;;23977,74223;12986,01503;8749,508517;8535,210399;8257,558728
54; 24424.44825424125; 29860.122482739356; 34272.06705288729;;;;;24424,44825;13046,14577;8763,585328;8516,087205;8257,558728
55; 24381.42140811418; 29848.947863124813; 34150.37434134961;;;;;24381,42141;12975,10288;8802,257593;8466,271902;8257,558728
